Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Soil pH,Relative Humidity,Environmental Condition
49.24041679,-1.797340808,23.72153799,2.475353093,4.146306747,31.01989418,bad
46.62104045,5.708625767,26.16483311,1.058915776,4.277721719,7.720939886,bad
38.17096156,4.37068302,21.27082229,21.92350098,5.386221836,3.677112875,bad
38.01830472,-9.486260217,14.26602225,96.69962704,4.870494948,62.12478009,bad
41.09521344,-8.38883364,16.3531899,19.76374962,4.519035972,6.785112865,bad
37.51210194,7.230494104,22.37129802,96.13427344,4.46796275,13.17440196,bad
46.51103631,-4.802225567,20.85440537,10.32241657,4.76741647,44.64643715,bad
46.33964111,6.710033535,26.52483732,67.62789557,5.391207945,47.57106032,bad
46.88564555,7.679313827,27.28247969,39.96278194,4.484361987,58.30571441,bad
43.91722334,6.227673989,25.07244867,43.01468681,5.080308075,56.21950368,bad
38.56791124,8.075994976,23.32195311,45.15288428,4.832465475,30.13201755,bad
42.70755867,-1.320281814,20.69363843,37.46067886,5.347807778,54.87768588,bad
48.71022354,4.493296673,26.6017601,94.59763274,4.139680382,26.24575137,bad
44.832814,-4.632086071,20.10036396,0.123183013,5.025473131,44.56229949,bad
39.44079153,0.152944032,19.79686778,82.13560502,4.01473787,9.504083441,bad
46.97923045,0.74980461,23.86451753,83.42773673,4.708700825,60.8786561,bad
41.62826965,5.755106133,23.69168789,0.772631339,4.858936285,21.81338023,bad
41.36940412,-2.996085347,19.18665938,81.33751122,4.875646421,4.398951331,bad
42.18350021,-6.349046834,17.91722669,40.64813406,4.682896763,43.39062924,bad
41.83470549,-0.802966464,20.51586951,89.44436062,5.088580325,19.04346916,bad
41.51356241,-3.790477935,18.86154224,81.58831534,4.109174024,11.58218193,bad
45.62272317,4.997565499,25.31014434,4.033200872,4.089126488,2.445286497,bad
38.68601905,-8.743841565,14.97108874,40.29198198,4.538344601,67.7364703,bad
48.8020045,-2.389224319,23.20639009,14.03663107,5.275831077,17.42425637,bad
48.84817693,-6.285439408,21.28136876,36.71439135,4.995018408,66.33258957,bad
49.99526404,-6.585553637,21.7048552,65.48229397,4.627692787,43.4921037,bad
46.07415901,7.88068884,26.97742392,7.508441424,5.077684191,58.87447564,bad
36.18918512,-6.705881791,14.74165166,17.72756835,5.203595471,66.60110669,bad
43.85153394,-0.630925981,21.61030398,22.56060613,4.433625101,10.40970521,bad
38.37336851,-1.343512854,18.51492783,8.312127013,4.339667154,46.3731386,bad
44.38559909,-6.94734093,18.71912908,48.37492634,5.155466405,21.68972585,bad
43.52062034,-1.131360625,21.19462986,36.92797123,5.034564855,1.386139866,bad
39.89665368,4.188426106,22.04253989,9.929900315,5.016428015,66.03037107,bad
41.72884942,0.859883759,21.29436659,15.51466158,4.835887301,45.31352918,bad
45.57983111,-3.784689233,20.89757094,15.38872399,4.095383745,49.0122604,bad
40.91732036,-9.529717801,15.69380128,18.0532478,4.116527895,65.57375652,bad
44.25039035,3.024755175,23.63757276,79.54433558,4.954651928,28.70142357,bad
49.81829411,-6.088607344,21.86484338,71.50831765,4.934426236,39.37062742,bad
39.21610095,-1.332876858,18.94161205,41.53154854,4.348856896,34.00150568,bad
44.91272511,1.541073584,23.22689935,38.14938309,5.091417783,1.411226979,bad
47.98739557,7.516411623,27.7519036,6.267379903,4.74859221,60.96048193,bad
40.40400825,-3.483599072,18.46020459,96.09733169,4.843642729,19.7410997,bad
38.82446583,-6.85279663,15.9858346,31.32440913,5.324358084,7.334177792,bad
45.55455795,2.364334084,23.95944602,44.84995569,4.185946606,29.52958387,bad
40.18175738,-3.112359369,18.53469901,41.10252813,5.195453247,38.32864923,bad
45.61920377,3.553026116,24.58611494,38.085681,4.695857388,21.65574268,bad
49.20101784,-6.729853548,21.23558215,10.39601611,4.2805018,39.8132381,bad
37.74868045,-3.19580099,17.27643973,76.3228862,4.464392351,56.68198901,bad
42.43782538,0.33560077,21.38671307,8.840069044,4.953366003,18.18921454,bad
39.43269358,-9.639520642,14.89658647,56.37740574,5.269678835,22.18763178,bad
47.1460015,-2.601882034,22.27205973,44.80663813,4.651193023,27.2455457,bad
37.64536707,-4.520096778,16.56263514,79.08941988,4.222779033,35.56571992,bad
46.26266711,6.805272465,26.53396979,1.550894725,5.165728043,18.71028174,bad
46.31239282,-1.235704245,22.53834429,11.12120163,4.431210985,39.50926618,bad
45.23513505,-8.697610303,18.26876237,94.03838288,4.471146217,6.967693515,bad
48.98530847,5.901880396,27.44359443,91.21119677,5.260031629,61.5783501,bad
39.96356129,3.755810577,21.85968593,75.66523814,4.575127313,44.24124842,bad
42.02661597,6.837998054,24.43230701,84.02175605,4.80488694,37.16657515,bad
49.66264762,-0.38105331,24.64079715,65.5602052,4.603933316,67.49088361,bad
44.81418275,6.473550992,25.64386687,9.441134204,4.259322753,28.01272688,bad
41.7059052,5.442900094,23.57440265,78.82020378,5.352919805,54.28706026,bad
45.34095098,-6.571159971,19.3848955,66.26987377,5.270719024,67.63732918,bad
38.19471495,-0.278255471,18.95822974,21.2791688,4.75472078,45.11296034,bad
46.12358547,-8.551858369,18.78586355,63.33588018,4.423845036,68.70432088,bad
38.34641196,-1.404581368,18.4709153,80.28881536,4.899786247,48.6765639,bad
39.97466425,-5.307510307,17.33357697,40.53324986,4.418434881,20.19501103,bad
39.70121291,-2.63537344,18.53291973,13.69956518,4.466088915,20.1875033,bad
49.64916401,-2.129961659,23.75960118,61.94294173,5.368309499,12.01184133,bad
45.55419855,-1.227563365,22.16331759,32.47898616,4.758847261,35.51750759,bad
42.1272229,5.432189043,23.77970597,85.88362785,4.364286284,65.32304015,bad
39.16191914,3.382697415,21.27230828,20.94419182,4.501670657,55.29374379,bad
36.32310829,8.255392079,22.28925018,85.51234983,4.624391244,61.76075677,bad
41.03442824,2.324326349,21.67937729,89.60044928,4.637895556,34.73628981,bad
39.67973266,-9.897893413,14.89091962,64.98638759,4.901895253,52.42634619,bad
47.49377282,7.917607939,27.70569038,19.6888668,5.262842701,55.26295251,bad
41.6982611,3.065729935,22.38199552,12.58002103,4.029860161,27.07862002,bad
47.78598982,1.424619409,24.60530461,43.09549542,5.353212056,52.25109444,bad
40.07572752,0.678360538,20.37704403,14.92635955,5.360355974,65.33749078,bad
46.99273651,7.901144881,27.44694069,36.15168031,4.924369856,39.01197084,bad
49.35962257,4.736552102,27.04808733,8.610297184,4.564795789,68.14032658,bad
48.54851005,0.27533096,24.41192051,34.44082645,4.152162795,56.37884332,bad
45.95703051,-8.347298357,18.80486608,33.53725722,4.104104678,36.1276718,bad
43.60348165,6.859527384,25.23150452,92.19857526,4.716045366,50.85607174,bad
40.94502363,1.583979185,21.26450141,1.797803219,5.042305027,34.49138469,bad
47.33046709,1.902231369,24.61634923,65.46456235,5.228277672,54.93924231,bad
47.52106068,-5.449104733,21.03597798,20.20405666,4.687066217,63.83842311,bad
49.22923942,-0.109936405,24.55965151,46.23696487,4.322440842,14.43334647,bad
36.04006531,-9.605006091,13.21752961,75.85595981,4.073055322,37.54900739,bad
37.90693028,4.578946107,21.24293819,34.09719422,4.905672842,0.710568705,bad
48.87918203,-3.61117324,22.63400439,91.71745492,4.877050495,37.39681092,bad
48.75360575,-8.879522756,19.9370415,64.43219097,4.746825533,30.63865576,bad
41.47273648,5.481807876,23.47727218,96.63495788,4.222014283,6.207631162,bad
42.2764259,-4.863895399,18.70626525,46.46884583,4.451348526,62.15464431,bad
44.66492114,3.464889181,24.06490516,9.411891654,4.806496806,30.31572854,bad
49.35404357,1.408061998,25.38105278,8.52890193,4.304277517,55.73798146,bad
43.18108087,-0.062140214,21.55947033,53.22464292,4.280929707,60.91873591,bad
42.94508252,-1.192084971,20.87649877,2.215217288,4.840336794,32.2668385,bad
40.238031,-5.867584344,17.18522333,42.87119983,5.251049921,67.7213694,bad
47.33690776,-9.748340963,18.7942834,60.33820422,5.271503674,11.55480741,bad
47.93340419,-8.907200588,19.5131018,6.549494161,5.26407101,41.8352782,bad
42.28156463,5.533910571,23.9077376,16.51256288,4.768933491,31.62962325,bad
39.01580483,5.240841987,22.12832341,1.546251261,4.837237017,8.790104918,bad
48.42186233,6.940875868,27.6813691,74.03489907,4.261066559,51.70285898,bad
48.05721105,-8.000044808,20.02858312,52.95944172,5.366592384,68.22906385,bad
47.64144075,-7.306432054,20.16750435,7.65926199,4.319456171,50.90409121,bad
39.71315726,-2.00015736,18.85649995,28.47408424,4.083101974,44.92073096,bad
48.90060183,1.106881174,25.0037415,48.13850813,5.036659274,6.947290279,bad
45.9959515,-6.590395575,19.70277796,62.51246767,4.350778218,40.42689538,bad
41.5888125,8.162215134,24.87551382,96.84194934,4.660741572,53.91193298,bad
42.0573255,3.027446015,22.54238576,37.46805862,4.427524164,22.45150384,bad
46.88217311,4.559125991,25.72064955,51.58937061,4.968119266,60.90591296,bad
39.0885456,-0.333680255,19.37743267,27.81732091,4.136141621,37.0511838,bad
48.26354709,-5.777987654,21.24277972,76.58603025,4.262011469,16.74568479,bad
40.65623372,-6.415494529,17.12036959,67.35912741,5.098085575,44.9726079,bad
44.43945628,4.46174743,24.45060186,73.49308765,4.4313115,28.04678805,bad
46.05922453,3.448152359,24.75368844,33.94888968,4.4518776,2.016137572,bad
43.51919155,8.22780362,25.87349759,60.3373738,5.113650928,33.99729406,bad
38.81440671,8.891335506,23.85287111,61.69496916,4.338359019,11.74801727,bad
42.88660223,6.360929178,24.6237657,42.39158741,5.081066525,50.26929881,bad
36.40214359,-6.984261433,14.70894108,69.04376096,4.988908576,63.57379059,bad
37.36633599,-5.94633074,15.71000263,76.47338615,4.343647046,1.612633555,bad
48.64686608,-9.660173938,19.49334607,88.57444721,5.345466361,66.21925357,bad
47.13873221,-9.330183287,18.90427446,92.8051985,4.197972389,8.801353552,bad
38.16433703,1.405941811,19.78513942,16.64019893,5.324051331,29.47720206,bad
42.91744307,-1.787860925,20.56479107,38.68887923,4.24874434,38.50582793,bad
36.00087702,-5.507490138,15.24669344,52.9508966,4.135843039,50.73491775,bad
40.6848696,7.238376023,23.96162281,16.1984073,4.742726726,37.20772653,bad
38.14131392,-2.809859363,17.66572728,95.61061064,5.269405539,64.09210746,bad
48.45752628,6.245018234,27.35127226,71.74190869,4.222414919,58.3557034,bad
38.73488797,2.285965418,20.51042669,66.12403727,5.179117924,59.99609484,bad
41.13667198,8.462730951,24.79970146,72.41767293,4.7562317,22.59886603,bad
47.47316456,-7.446638212,20.01326317,0.726885843,4.493404637,49.33709772,bad
41.73035232,-5.128188796,18.30108176,31.28154076,4.707133177,21.55464828,bad
44.68983837,-9.561102331,17.56436802,17.04189518,4.531446684,62.57519364,bad
40.2904004,8.097655111,24.19402775,29.97220096,5.019813758,49.53924766,bad
44.78215947,-1.83057752,21.47579097,4.381840845,5.184327269,42.83060555,bad
45.27646838,-5.714183485,19.78114245,30.25647579,5.257501016,67.65378738,bad
42.99845227,-3.457112278,19.77067,64.86596776,5.386545576,25.24628232,bad
40.16878112,-1.343872844,19.41245414,70.28974705,4.301797454,48.44027273,bad
48.36499931,7.996185459,28.18059239,64.0200326,4.625500981,54.06429231,bad
37.21941722,-1.22053316,17.99944203,36.68120949,4.228677937,49.09803453,bad
42.34541786,1.755359171,22.05038851,67.47612004,4.348755564,40.25192644,bad
47.34632104,5.451862938,26.39909199,22.36937849,4.560874193,21.73014564,bad
45.19061805,-4.828518215,20.18104992,38.51908703,5.250337931,62.49836344,bad
44.21690279,-6.395941226,18.91048078,30.21259442,4.946041314,11.62777205,bad
38.78684795,5.703492668,22.24517031,70.48368976,5.127863629,0.413613364,bad
40.42258445,-1.084418272,19.66908309,75.22779462,4.696300218,54.31379301,bad
41.45174766,-1.121515563,20.16511605,56.86961204,4.844956452,49.71499012,bad
36.48942291,2.605587989,19.54750545,67.80897621,5.308913656,34.57603991,bad
38.87906565,4.754278041,21.81667185,59.65986887,4.652962115,18.2397045,bad
41.53996422,5.694826341,23.61739528,45.34597001,5.080087776,13.16498848,bad
45.02080394,-8.581332834,18.21973555,64.0507646,5.396380984,23.24870286,bad
43.18593172,-0.09552336,21.54520418,97.4133891,4.99319674,52.93830044,bad
38.61411952,-5.12895755,16.74258099,77.78892672,4.305198759,49.81503942,bad
44.39330748,-0.028374003,22.18246674,22.17802151,4.917542337,45.496652,bad
44.38083548,7.004864347,25.69284991,94.6208381,4.426431247,26.75604865,bad
42.20921223,-8.189973942,17.00961915,31.27747878,4.906271504,37.590812,bad
45.87411214,1.315169019,23.59464058,75.5228923,5.198390888,8.346038468,bad
37.39689138,-0.523646252,18.43662256,78.03824906,4.439590921,48.01355928,bad
43.04355766,-3.485918844,19.77881941,27.8394443,4.584456227,33.93477239,bad
39.53722316,5.522871232,22.5300472,33.70367949,4.426837608,12.18582258,bad
45.55766725,6.901173221,26.22942024,6.384617447,4.852944432,52.32918576,bad
37.49865835,-1.641125178,17.92876658,3.017593632,4.182628561,45.29245627,bad
41.20295601,-0.238484413,20.4822358,72.2707982,5.354492529,5.149493591,bad
41.39400304,3.918505252,22.65625415,42.13723354,5.243099502,57.73104502,bad
45.92432703,6.17239812,26.04836258,40.9381704,4.211348387,66.52810951,bad
42.13553457,0.971835192,21.55368488,17.37339743,4.150649694,17.77144016,bad
47.67152768,-9.301949723,19.18478898,4.574463528,4.669340988,30.18288054,bad
37.44157557,0.854679394,19.14812748,88.54572997,4.556384242,57.29093536,bad
41.3735743,-0.801677802,20.28594825,67.30976353,4.538471114,51.01905223,bad
39.09456837,8.146022891,23.62029563,14.51088038,5.230300781,8.921233638,bad
43.21232378,-4.720221015,19.24605138,36.85965795,4.490546254,26.97067675,bad
48.40426489,-9.94131385,19.23147552,81.22256336,5.059495784,33.34234905,bad
48.18333317,6.072984984,27.12815908,14.06595814,4.293945396,30.52001737,bad
43.15048722,7.330986682,25.24073695,62.79072231,4.470542422,44.41485158,bad
38.87452665,4.310061063,21.59229386,66.51474406,4.745200774,52.6714481,bad
43.86154297,-1.396257952,21.23264251,10.41065668,4.595823999,2.426095363,bad
41.71511643,0.517393448,21.11625494,83.50726149,4.352645416,56.00304664,bad
49.51478455,0.634086353,25.07443545,27.3270902,5.302690199,14.90797408,bad
40.11635273,3.54841693,21.83238483,19.10309526,4.338100972,11.13153684,bad
42.48416743,-1.076605126,20.70378115,9.064802477,5.360740197,17.46343233,bad
43.04447907,-8.795810431,17.12433432,81.91367476,4.708455234,18.89507209,bad
37.89229171,7.758355796,22.82532375,17.44159106,4.094958138,15.23019314,bad
39.9038869,-6.196381413,16.85375274,6.152619557,4.952825104,56.67894289,bad
37.26231623,-1.529052028,17.8666321,23.39176593,4.078520109,12.36340294,bad
48.20033345,-3.368333195,22.41600013,40.22565193,5.174018879,41.98436538,bad
40.12327586,-9.932040145,15.09561786,3.227095309,5.269931694,48.13128393,bad
46.79487385,-2.083925397,22.35547422,0.070241714,4.913546559,49.28488395,bad
43.07113994,5.108726703,24.08993332,66.3361497,4.363650264,18.67768402,bad
42.15947725,-3.569371945,19.29505265,92.80989643,5.052762208,63.71759286,bad
39.66161315,1.790601297,20.72610722,20.68031561,5.234907148,62.45348668,bad
44.11874137,-5.140083123,19.48932913,32.87315019,4.949297203,27.47607586,bad
46.15101755,-0.352724506,22.89914652,90.02931217,4.824374347,35.44282624,bad
37.77408428,2.987290878,20.38068758,82.59790395,4.363935412,49.58260371,bad
45.73662961,2.830638976,24.28363429,70.29622043,4.147897458,20.40986308,bad
48.91793744,-0.679249853,24.11934379,80.38874607,5.148191887,25.29678772,bad
48.91985201,0.067320222,24.49358611,89.3313269,4.356196986,39.33376847,bad
42.51588173,-4.552627453,18.98162714,43.43756357,5.187294825,35.4825572,bad
40.13138382,-7.560386572,16.28549862,16.53143412,4.691072025,41.87681105,bad
39.77518732,4.095081917,21.93513462,70.68647825,4.671981679,63.9299641,bad
39.66511251,4.160941075,21.91302679,17.97188197,4.419100602,41.83747559,bad
38.16332016,0.636024117,19.39967214,74.59925718,4.617743585,38.69007609,bad
43.99345963,3.90051316,23.94698639,71.15792626,4.073517655,8.021206568,bad
43.65683126,3.519198639,23.58801495,56.04572042,4.081115988,5.789481046,bad
45.60250411,8.609640154,27.10607213,24.11497075,4.579466025,63.3055191,bad
49.61027302,7.20624387,28.40825844,88.13806193,4.430777767,45.60961599,bad
38.01792058,-5.176708118,16.42060623,53.96464093,4.104095066,62.83233869,bad
42.27325496,-9.28769931,16.49277782,15.51106886,4.966761886,40.68584544,bad
48.69175737,5.313735288,27.00274633,19.90516612,4.081855891,19.31672011,bad
40.31836367,-0.215720778,20.05132144,57.72956236,4.56428649,39.82607452,bad
41.58411249,3.338291058,22.46120177,56.78421185,4.938443709,32.81559944,bad
42.10526113,0.692426446,21.39884379,5.447591681,4.14501813,54.42804307,bad
37.74687215,0.581914113,19.16439313,34.11952816,4.908973266,21.51183275,bad
43.81862746,-1.812590484,21.00301849,97.17013963,5.387531352,15.83515951,bad
36.53363082,8.482695175,22.508163,22.62379971,4.519959073,14.79501082,bad
48.57898363,1.752351463,25.16566755,9.456732634,4.42910567,63.42337691,bad
39.38007072,-2.011504121,18.6842833,37.36056017,4.726866407,11.5915672,bad
46.22224275,-4.326254859,20.94799395,31.67016587,4.970800485,16.18430409,bad
39.92407636,-3.849098044,18.03748916,90.11112263,4.278951175,46.2313082,bad
39.46336177,8.449865638,23.95661371,51.2153781,4.647703959,25.00289364,bad
47.35872435,0.030462437,23.6945934,88.43889555,4.946180962,12.33336893,bad
41.95025869,6.652981207,24.30161995,63.749708,4.78782351,59.49887739,bad
48.72054704,7.133254995,27.92690102,45.30322776,5.248916544,42.2219157,bad
48.27264825,-0.144304974,24.06417164,41.94967854,5.211051488,36.79378986,bad
45.9969835,-3.810709736,21.09313688,63.53315464,4.74531198,62.24620418,bad
42.22459076,-9.328780187,16.44790528,89.71779341,4.701779364,30.03408508,bad
36.98649224,8.241415418,22.61395383,66.21551049,5.053550861,32.09555802,bad
42.52492711,-0.592115846,20.96640563,46.62759197,4.597745464,3.397221603,bad
39.57931161,-3.230341517,18.17448504,62.32611085,5.390331092,20.7643361,bad
49.39215742,5.347348451,27.36975294,23.96508487,4.272425387,46.98845093,bad
47.79885576,-8.220515472,19.78917014,62.77870541,4.926230994,54.44799733,bad
46.92642642,6.469372372,26.6978994,49.15472147,4.020590614,30.70158257,bad
40.61368937,-9.848471634,15.38260887,37.53191184,4.15290833,60.99638128,bad
41.92341274,2.115385108,22.01939893,90.33676837,5.052905804,18.21942501,bad
42.14385261,-9.707123786,16.21836441,95.92278007,4.51522008,38.21299227,bad
39.04116016,7.604801727,23.32298094,26.44700648,4.121229037,24.734249,bad
38.8105966,4.40783011,21.60921335,86.95058469,4.45915087,33.02385585,bad
37.21630722,0.298087902,18.75719756,39.61048068,4.86472508,17.4153119,bad
46.58837456,1.424382866,24.00637871,7.155579573,4.020276846,6.129019775,bad
45.65750653,-1.04695964,22.30527345,41.52081696,4.894715911,31.28470784,bad
43.29393629,-8.59863842,17.34764893,63.86993297,4.177232743,25.58689125,bad
49.82545448,4.165159175,26.99530683,33.93379293,4.670934004,18.98448545,bad
39.59069281,-0.571569698,19.50956156,15.19066674,4.189943939,67.57629477,bad
46.93482834,-6.437642942,20.2485927,53.32315113,4.211913585,39.85362853,bad
41.52667752,-8.121766441,16.70245554,3.590102636,4.245331761,18.90032579,bad
36.87418436,-8.080708249,14.39673805,31.89412119,5.012741728,26.86497964,bad
44.97603724,5.933649542,25.45484339,22.15581476,4.75525405,0.049070672,bad
38.72130845,4.729780429,21.72554444,0.882688374,4.651131133,25.10260121,bad
41.78081014,-4.137036331,18.8218869,56.50760077,4.917064972,5.478605849,bad
38.6364959,4.125174276,21.38083509,33.19377483,4.7899748,31.16830976,bad
49.10784692,-3.496110538,22.80586819,75.06986795,5.02848647,37.78622695,bad
38.8300405,-6.546532338,16.14175408,27.79842828,5.192726294,45.17717131,bad
46.9525737,-8.423741124,19.26441629,82.50090576,4.072614588,44.86251605,bad
43.39358074,0.620303904,22.00694232,5.938605392,4.429004787,63.4155696,bad
40.91915732,2.061154159,21.49015574,50.43147273,4.86434223,12.84849366,bad
46.10499077,5.594834392,25.84991258,17.13756906,5.078413312,35.36730585,bad
42.00093991,2.294863378,22.14790164,70.14790855,4.060789888,4.390935193,bad
44.90929948,-0.479662507,22.21481849,88.11401926,5.307687611,36.90517366,bad
36.66024602,-1.468698015,17.595774,8.520316445,4.229218768,47.085853,bad
46.89218559,0.312760198,23.60247289,95.06459967,4.075731305,42.28671152,bad
38.13072945,-6.291182894,15.91977328,30.24559862,4.423402919,65.85469839,bad
43.99258638,7.421429422,25.7070079,4.742647595,4.972580948,40.31164831,bad
48.02834155,-2.151346147,22.9384977,65.68815393,4.714637112,42.63275142,bad
42.02274591,-1.809533011,20.10660645,23.78497318,4.411494375,33.5578229,bad
46.18663085,6.700636379,26.44363361,36.73067524,4.326680145,24.39346119,bad
38.47608244,-3.8558992,17.31009162,25.85757323,4.932236492,17.80531332,bad
40.07039471,-2.831429002,18.61948286,59.47531541,4.137775588,59.12408034,bad
48.75961121,-8.598937169,20.08033702,39.38100508,4.123072623,62.97904917,bad
48.17650701,-0.738265735,23.71912064,31.65608704,4.811012731,28.24767266,bad
41.84620386,-6.641905933,17.60214897,26.642899,5.169716344,65.08687747,bad
36.27489262,-2.640925575,16.81698352,58.72908988,5.385436871,35.59242809,bad
49.78277672,-6.883842399,21.44946716,16.0554321,4.928387761,68.15676385,bad
46.51956077,-6.878623189,19.82046879,12.2340118,4.977453135,2.741782443,bad
44.11106071,-1.754505934,21.17827739,2.227985714,4.626596864,7.652526184,bad
43.24737503,7.016157038,25.13176603,52.79604888,4.460237304,32.69574028,bad
38.41856713,2.671127521,20.54484732,30.13708253,4.497377842,15.02669989,bad
48.31476537,0.786678858,24.55072211,85.47359057,4.158988718,19.84774191,bad
42.4970765,-4.622645498,18.9372155,95.61881073,4.150996295,38.52532547,bad
46.58147996,-8.717881003,18.93179948,82.91043402,4.586673544,39.74594362,bad
36.23482618,2.024912832,19.1298695,13.9730953,4.783229908,43.84447654,bad
47.41095369,-0.248789634,23.58108203,59.9772819,5.394415928,51.84126862,bad
47.47643738,3.676693694,25.57656554,23.58882862,5.237128554,58.45078951,bad
42.24253682,-1.376766495,20.43288516,35.79737364,4.207523346,27.42959604,bad
48.9501135,-2.690169139,23.12997218,64.33412175,5.342561758,14.06509388,bad
43.99496594,-7.239201476,18.37788223,16.88236774,4.166805203,5.927678128,bad
41.65190215,2.914437607,22.28316988,30.21929776,4.318278624,56.51852467,bad
39.54648614,-8.697168705,15.42465872,11.27907777,4.291012161,34.73338784,bad
37.04267637,-0.969366559,18.03665491,73.63555711,4.015592322,68.07873918,bad
36.18797321,-9.757026288,13.21547346,88.45724458,4.42473574,6.512057299,bad
38.18251241,0.200708383,19.1916104,95.0668766,4.77108861,14.16238126,bad
40.14422013,-9.901889663,15.12116523,1.999439409,4.766546266,31.62050956,bad
38.1586319,4.618869498,21.3887507,78.38765279,4.393910863,26.26024345,bad
37.7551446,-7.02640232,15.36437114,12.28523592,4.407742018,30.05171169,bad
43.761883,2.67387156,23.21787728,98.49954867,4.893939827,52.72463856,bad
48.153435,6.796361971,27.47489849,49.38950791,4.754299489,65.89379897,bad
45.47646682,-4.949547327,20.26345975,36.46708104,4.173594282,66.32501238,bad
47.83110003,-5.892054382,20.96952282,72.28596017,4.897948694,17.68744569,bad
36.40982697,-9.466436598,13.47169519,98.50663005,4.759709992,28.90860059,bad
47.05659897,-7.079329239,19.98863486,15.50707524,4.510974341,19.73907308,bad
42.4228572,-4.279872531,19.07149233,48.01821899,5.167162661,43.67116747,bad
42.88041569,-7.490116155,17.69514977,13.72861145,4.330343581,19.32230461,bad
49.25461657,5.158232479,27.20642452,96.27714017,4.966310392,16.51082686,bad
40.46568805,-3.54232916,18.46167945,46.19251232,4.764974614,65.18040948,bad
49.19640091,-2.484687316,23.35585679,96.77792955,4.482555192,43.98457658,bad
38.7619422,-7.4652354,15.6483534,25.18175525,4.051834518,36.68721981,bad
48.9503014,-1.646406892,23.65194725,67.72744818,4.716768133,46.37751548,bad
46.13465383,-8.531284995,18.80168442,71.99405041,5.35368213,67.00159459,bad
47.65419196,5.578023727,26.61610784,22.63688255,4.078227655,49.17495728,bad
46.54459834,1.704937005,24.12476767,4.376769571,4.332434815,41.24713178,bad
46.54694248,-3.050186839,21.74837782,47.5406114,4.42339227,13.17700355,bad
41.86996753,3.854880282,22.86242391,9.619935486,4.031838277,53.28160431,bad
37.52376422,-8.296314054,14.61372508,21.81291412,4.887133642,16.71307296,bad
45.69564953,1.674129047,23.68488929,57.30626104,5.242095711,23.07959115,bad
39.77394209,4.58813406,22.18103807,53.83883451,4.225352123,47.17358296,bad
44.98335522,4.29421062,24.63878292,23.55732655,5.084382459,17.1062698,bad
47.17253323,-5.738363482,20.71708487,16.2648874,4.923778932,64.61506039,bad
37.37426362,8.740834941,23.05754928,33.39779192,5.11858994,49.59873818,bad
41.79945762,-9.867203371,15.96612712,78.74114327,4.04648722,40.88239748,bad
41.63744517,7.942809236,24.7901272,95.20782104,5.181144995,39.9584018,bad
37.16431461,3.421634735,20.29297467,60.38220717,4.629855377,57.16710012,bad
47.06741269,7.745254322,27.40633351,16.31027282,5.170585141,4.643933649,bad
37.46475563,7.120743698,22.29274966,73.53676154,4.48344482,50.57498508,bad
37.39961398,6.968142984,22.18387848,77.29664457,4.806855169,58.28878771,bad
41.85144039,4.540056439,23.19574841,28.99310921,4.304438752,7.063466109,bad
45.50906572,-9.892552017,17.80825685,12.86036696,4.501714551,52.26666156,bad
38.92003293,2.633867455,20.77695019,79.76114069,4.45038984,20.31220771,bad
49.66854402,-4.692853389,22.48784531,17.36403389,4.98828387,49.20424333,bad
48.74335055,7.917375583,28.33036307,27.80926826,5.390277884,20.50537932,bad
42.3054932,3.288556398,22.7970248,10.4082867,4.742091643,2.328055296,bad
48.15909218,-1.026451974,23.5663201,20.07402822,4.122204349,57.22426004,bad
45.44216358,7.423518208,26.43284089,92.30265692,4.499971555,18.84970092,bad
42.91926203,7.967687925,25.44347498,35.41798066,4.947440313,45.95133075,bad
48.14438013,3.716748181,25.93056415,27.89662937,4.979139071,36.02194306,bad
37.18036965,8.542899825,22.86163474,30.8476227,4.402073328,33.08376693,bad
39.21685096,1.706915677,20.46188332,58.82674843,4.631136412,15.59026678,bad
47.33791259,5.760708124,26.54931036,10.80638782,4.504746595,63.71241488,bad
39.82908948,8.568895263,24.19899237,57.71610634,4.954448627,27.82561376,bad
39.49578278,3.43696928,21.46637603,65.46212717,4.447297805,52.19196689,bad
39.13789369,7.4759023,23.30689799,55.45889587,4.354101871,33.48843933,bad
47.25498439,1.092852229,24.17391831,20.64781523,4.305948404,52.71281748,bad
46.16472896,-1.654884897,22.25492203,66.60477377,4.991843888,16.36439883,bad
46.60590057,-1.513751358,22.5460746,13.33592233,4.003236412,62.43789058,bad
43.53164165,-2.283576611,20.62403252,0.833419189,5.050559942,28.27907796,bad
37.76057206,-8.196588626,14.78199172,25.28433056,4.524711217,21.223146,bad
38.75052846,-8.138272164,15.30612815,23.01066753,4.834348251,56.63640023,bad
37.25545161,-9.880183278,13.68763417,78.75721422,5.016527586,3.10131347,bad
39.6836299,5.766423904,22.7250269,59.75405876,4.587595676,14.3684866,bad
45.34767413,-4.545978631,20.40084775,29.49772726,4.155432502,53.66655439,bad
49.21659733,0.714873556,24.96573544,55.54242845,4.881417527,27.25119016,bad
40.5131953,-3.258140139,18.62752758,98.07120532,5.152821316,0.271823986,bad
40.4386751,-3.737194696,18.3507402,5.847395538,5.393622059,45.41398442,bad
39.91001153,-3.088028529,18.4109915,51.61796565,4.405193672,0.360221044,bad
37.52756634,8.798607764,23.16308705,96.9972687,5.128869652,50.56034876,bad
